review,score
The Kind brand snack bars are the best. The quality of nuts and chocolate and fruit is amazing and so is the taste,5.0
Snack,5.0
I love the combination of flavors. My favorite in the Kind products.,5.0
"We love kind bars in this house.  So satisfying with simple ingredients and not too much sugar.  Everyone’s favorite is the Caramel.  I did not like the blueberry, they were pretty bland.",5.0
"At first taste, I felt like I was seven years old again. I didn't remember Mott's was so sweet, but the flavor struck me as unchanged. After many years, I still love the stuff.",5.0
So hard to find Motts applesauce in the grocery store when you need it. This solved problem. Large jars that will last months. So happy to have found them at Amazon.,5.0
I like the stuff it's tasty but it was delivered this time to someone else somewhere else due to delivery person being unable to read street numbers. But I am certain that whoever got it is enjoying it,5.0
Good value,5.0
"just got my shipment love it. packed well, expires next year, taste so good.",5.0
I would have rather had sugar free.,5.0
What can I say? This is a great value and keeps you stocked up for a while. I eat applesauce with almost anything. Plus I use it when baking!! Thanks for looking.,5.0
very good bargain,5.0
"Good quality product, delivered undamaged, on time with good expiration dates.",5.0
"as stated, watered down & i will not buy this product again.",1.0
Great fundraiser,5.0
Stale when they arrived. I threw them out,1.0
Our second order from this source.  First order product was much fresher.,3.0
Been a long time since I had one. Still good,5.0
"I had purchased once before with no issues. I like Moon pies IF they are fresh and soft.  These had not reached their usage date. But they were very dry and crumbly. The outer chocolate was actually flaking off. The only solution was to microwave 10 seconds, which made it hold together and become edible. Likely I will not purchase again.",2.0
"I like these anyway and was happy to find them on here, they were affordable but I had to cancel the subscription due to the constant price increase. Not worth it anymore. Everytime I turned around the price spiked for no reason and without warning.  Better to just go get a box for $1 at the store.",5.0
Great gift and good size for sharing.,5.0
This box of pies were not fresh. The chocolate had fade. They were  old . And crumbly. I know the freshness when I see . I order these box of pies before. And they were good. I will not order them again. I do not recommend them to anyone else.,2.0
They were great,5.0
"Then thin original Moon Pie box was placed in an envelope for shipping.  It was smashed during transit and half the pies are are mostly crumbled pieces.Apparently, there is no way to return them or ask for replacements.",1.0
The last batch of these I purchased were hard and felt like my teeth were going to break off. This is not normally the case.I like the ingredients in here for a more natural processed snack. The flavor is good and the nuts have enough fat and protein to keep you energized for a while. The chocolate on the back/bottom makes you feel like you’re giving yourself a treat as well.,3.0
They we're close to expiration date so probably why they were on special price and kind of hard to chew. You really had to work at it,3.0
"Per Kind ingredients, these are healthy and great for our children and ourselves. So enjoy and don't feel guilty eating or serving them.",5.0
Love these bars,5.0
I have this product on a delivery schedule very tasty and addictive but healthy,5.0
Didn’t realize when I purchased but product expired before I even ate the first one of the two boxes I purchased. Bar is definitely not fresh. They are hard & hard to eat. Not fresh like you would buy in store. Lesson learned.,2.0
DELICIOUS!!,5.0
Great price! This order has twice the amount of bars for the same price as the grocery store. Thanks Amazon!,5.0
Delicious and Healthy!,5.0
"These bars taste really grater, and there's 5g of protein and only 4g of added sugar in each 40 g bar.",5.0
LOVE ❤️ This is my go to snack!  I top with cottage cheese and low sugar strawberry Jelly!  Great crunch and very satisfying!! I order by the case and replenish constantly so I always have this on hand!  So yummy and versatile!!,5.0
"This is a rare and outstanding combination of my priorities: whole grain, low-cal, substantial and crispy. For wildly delicious crispiness, I think it’s worth putting them in the oven at 250 for 6 minutes. For a healthy-enough dessert, I dip a corner in reduced-sugar strawberry jam. It’s surprisingly excellent.",5.0
"Fresh, crispy and tastyGreat expiration date , next year 31  March 24 2024.Will buy againDelighted !",5.0
The product arrived nicely packed and very fresh!,5.0
"Although these contain only 20 calories each, they are somewhat filling, so are good for dieting.  Good source of fiber, and the fact that they are whole grain is another plus.",5.0
Addictive crunch low calorie and goes well with everything,5.0
"I purchase this bread to avoid flour we loved it so much particularly the sourdough that now we order the 12 pack every chance we get, tastes great with a little bit of cheese and Zapped in the microwave",5.0
"Excellent quality, great taste",5.0
Love them!,5.0
No me agrado esta muy seco,1.0
"These are the BEST pickle chips! They’re just spicy enough with the fantastic pickle flavor. I’ve tried so many pickle chips from the grocery store, and it is still 100% worth it to order these by the box.  I don’t eat a ton of chips but it’s so handy to have a box of them on hand for when the craving strikes.",5.0
Taste great! Tastes like a spicy dill pickle without too much vinegar taste like the other pickle chip brands have.,5.0
"The chips were made in Connecticut for many years, they were delicious until they sold the company or moved it to Carolina and since then they SUCK !",1.0
Definitely not what I expected at all. Didn’t have an pickle taste at all. Just tasted like regular kettle chips with salt.,2.0
So good... subtle but very tasty!,4.0
These chips are absolute perfection.,5.0
